PeakID (cmd=annotatePeaks.pl ../chip_output/macs2_output/SRR21586220_summits.bed mm10 -gtf ../chip_output/tmp/mm10.ncbiRefSeq.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SRR21586220_peak_35803b	chr6	91712994	91712994	+	20.2504	NA	intron (XR_003956469.1, intron 2 of 2)	-intron (NM_009320.4, intron 2 of 14)	3470	XM_006505870.1	Slc6a6	XM_030255303			Slc6a6			
SRR21586220_peak_26273	chr3	18620840	18620840	+	20.2441	NA	TTS (NR_166210.1)	-TTS (NR_166210.1)	-3524	XR_880690.3	Gm30723	XR_880691			Gm30723			
SRR21586220_peak_17668	chr16	90291311	90291311	+	20.2441	NA	Intergenic	Intergenic	-5171	XM_006523008.4	Scaf4	NM_001346799			Scaf4			
SRR21586220_peak_24956a	chr2	143890325	143890325	+	20.2377	NA	intron (XM_030246932.1, intron 1 of 7)	-intron (XM_011239261.3, intron 1 of 7)	10523	Gm11686	Gm11686	Gm11686			Gm11686			NA
SRR21586220_peak_27007a	chr3	81021966	81021966	+	20.2375	NA	Intergenic	Intergenic	-14450	NM_001357746.1	Pdgfc	XM_017319655			Pdgfc			
SRR21586220_peak_21273a	chr18	77773832	77773832	+	20.231	NA	promoter-TSS (NM_001357531.1_2)	-promoter-TSS (NM_001357531.1_2)	53	NM_001357531.1_2	Haus1	XM_006526433			Haus1			
SRR21586220_peak_11194	chr13	51125471	51125471	+	20.2292	NA	intron (XM_017315469.2, intron 2 of 5)	-intron (NM_001283028.1, intron 2 of 5)	-7326	NM_011462.3	Spin1	XM_017315469			Spin1			
SRR21586220_peak_43628a	chr9	78504053	78504053	+	20.2185	NA	Intergenic	Intergenic	-14892	NR_168563.1	LOC115487230	NR_168563			LOC115487230			
SRR21586220_peak_18980a	chr17	37990706	37990706	+	20.2092	NA	Intergenic	Intergenic	16068	Gm18522_2	Gm18522	Gm18522_2			Gm18522			
SRR21586220_peak_34391b	chr6	3344220	3344220	+	20.2062	NA	intron (XR_003956390.1, intron 1 of 3)	-intron (XR_003956383.1, intron 1 of 3)	1918	XR_003956387.1	Gm20559	XR_003956387			Gm20559			
SRR21586220_peak_33990	chr5	137672064	137672064	+	20.2062	NA	intron (XM_006504570.3, intron 1 of 10)	-intron (NM_001303266.1, intron 1 of 12)	12689	NM_001303271.1	Agfg2	XM_006504570			Agfg2			
SRR21586220_peak_1649	chr1	117486114	117486114	+	20.2062	NA	Intergenic	Intergenic	-50187	XR_003949276.1	Gm24030	XR_003949276			Gm24030			
SRR21586220_peak_11527a	chr13	65240668	65240668	+	20.2059	NA	promoter-TSS (NR_165655.1)	-promoter-TSS (NR_165655.1)	-847	NR_165655.1	Gm36445	NR_165655			Gm36445			
SRR21586220_peak_38699a	chr7	86343236	86343236	+	20.2059	NA	Intergenic	Intergenic	-6842	NM_146617.1	Olfr307	NM_146617			Olfr307			
SRR21586220_peak_25663	chr2	168791094	168791094	+	20.2059	NA	Intergenic	Intergenic	-23893	NM_201395.3	Sall4	XM_006500486			Sall4			
SRR21586220_peak_41351	chr8	91134168	91134168	+	20.2059	NA	promoter-TSS (NM_001302266.1)	-promoter-TSS (NM_001302266.1)	-125	XM_006530673.4	Aktip	NM_001302337			Aktip			
SRR21586220_peak_18744	chr17	32492661	32492661	+	20.1967	NA	exon (NM_177307.3, exon 14 of 14)	-exon (NM_177307.3, exon 14 of 14)	-13531	XM_006523960.4	Cyp4f17	XM_006523963			Cyp4f17			
SRR21586220_peak_13168a	chr14	43586166	43586166	+	20.1922	NA	intron (XM_017316337.2, intron 5 of 7)	-intron (XM_017316337.2, intron 5 of 7)	21847	NM_001098269.2	Gm10375	NM_001098269			Gm10375			
SRR21586220_peak_38363a	chr7	64392493	64392493	+	20.1922	NA	promoter-TSS (NM_001355124.1)	-promoter-TSS (NM_001355124.1)	-129	NM_028626.2	Mcee	NM_028626			Mcee			
SRR21586220_peak_31014	chr4	143239829	143239829	+	20.1916	NA	Intergenic	Intergenic	3539	Eef2-ps2_2	Eef2-ps2	Eef2-ps2			Eef2-ps2			
SRR21586220_peak_20025c	chr18	4404438	4404438	+	20.1916	NA	Intergenic	Intergenic	28846	NM_001361009.1	Mtpap	NM_001361008			Mtpap			
SRR21586220_peak_9630b	chr12	78406540	78406540	+	20.1915	NA	intron (XM_030246733.1, intron 3 of 20)	-intron (NM_145965.2, intron 3 of 22)	-119588	XM_017315080.2	Gphn	XM_006515899			Gphn			
SRR21586220_peak_38989	chr7	104353620	104353620	+	20.1904	NA	promoter-TSS (NM_001146007.1)	-promoter-TSS (NM_001146007.1)	-262	NM_001146007.1	Trim12c	NM_001146007			Trim12c			
SRR21586220_peak_44711b	chrX	20950790	20950790	+	20.1904	NA	promoter-TSS (NM_007922.5)	-promoter-TSS (NM_007922.5)	-182	NM_007922.5	Elk1	NM_007922			Elk1			
SRR21586220_peak_21918	chr19	21653005	21653005	+	20.1904	NA	promoter-TSS (NM_025423.2)	-promoter-TSS (NM_025423.2)	-214	NM_025423.2	1110059E24Rik	NM_025423			1110059E24Rik			
SRR21586220_peak_6448b	chr11	55113903	55113903	+	20.1872	NA	TTS (NM_010299.3)	-TTS (NM_010299.3)	4989	Atp5pb-ps	Atp5pb-ps	Atp5pb-ps			Atp5pb-ps			NA
SRR21586220_peak_24233	chr2	92202832	92202832	+	20.1872	NA	intron (XR_003951421.1, intron 2 of 18)	-intron (NM_001109691.1, intron 2 of 18)	-7609	XM_030248693.1	Phf21a	XM_011239372			Phf21a			
SRR21586220_peak_44128	chr9	110131919	110131919	+	20.1846	NA	promoter-TSS (NM_009211.2)	-promoter-TSS (NM_009211.2)	-105	NM_009211.2	Smarcc1	NM_009211			Smarcc1			
SRR21586220_peak_33145b	chr5	110770865	110770865	+	20.1838	NA	promoter-TSS (NM_029337.2)	-promoter-TSS (NM_029337.2)	25	XM_030254870.1	Ep400	NM_029337			Ep400			
SRR21586220_peak_27625a	chr3	102103973	102103973	+	20.1838	NA	intron (NM_009814.4, intron 1 of 10)	-intron (NM_001355663.1, intron 1 of 11)	17558	NM_001355663.1	Casq2	NM_009814			Casq2			
SRR21586220_peak_38229	chr7	49863985	49863985	+	20.1814	NA	Intergenic	Intergenic	-42999	XM_006540546.4	Slc6a5	XM_006540548			Slc6a5			
SRR21586220_peak_37785	chr7	33144247	33144247	+	20.1806	NA	Intergenic	Intergenic	7144	Gm9162	Gm9162	Gm9162			Gm9162			NA
SRR21586220_peak_36809b	chr6	147042891	147042891	+	20.1806	NA	exon (NM_145573.2_2, exon 1 of 8)	-exon (NM_145573.2_2, exon 1 of 8)	121	NM_145573.2_2	Mrps35	XM_006507037			Mrps35			
SRR21586220_peak_31934a	chr5	28317056	28317056	+	20.179	NA	promoter-TSS (NM_028234.1)	-promoter-TSS (NM_028234.1)	31	XR_003955879.1	Gm35602	XR_003955879			Gm35602			
SRR21586220_peak_14144b	chr14	115042680	115042680	+	20.179	NA	promoter-TSS (NR_029785.1)	-promoter-TSS (NR_029785.1)	-991	NR_029785.1	Mir17	NR_029785			Mir17			
SRR21586220_peak_37965a	chr7	43177387	43177387	+	20.1735	NA	promoter-TSS (NM_001034893.2)	-promoter-TSS (NM_001034893.2)	-203	NM_001034893.2	Zfp936	NM_001034893			Zfp936			
SRR21586220_peak_26950b	chr3	72868143	72868143	+	20.1735	NA	Intergenic	Intergenic	99720	NM_001081137.2	Sis	NM_001081137			Sis			
SRR21586220_peak_26417b	chr3	28038218	28038218	+	20.1735	NA	intron (XM_017319491.2, intron 7 of 27)	-intron (NM_001164056.1, intron 7 of 26)	54047	NM_008875.4	Pld1	XM_017319490			Pld1			
SRR21586220_peak_30621e	chr4	133814407	133814407	+	20.1719	NA	intron (XM_030253992.1, intron 1 of 3)	-intron (XM_030253992.1, intron 1 of 3)	738	XM_030253992.1	Gm34296	XM_030253992			Gm34296			
SRR21586220_peak_41690	chr8	111522074	111522074	+	20.1696	NA	promoter-TSS (NM_001170742.1)	-promoter-TSS (NM_001170742.1)	33	NM_176923.4	Wdr59	XR_387752			Wdr59			
SRR21586220_peak_35893a	chr6	96596047	96596047	+	20.1696	NA	intron (XM_017321638.2, intron 3 of 4)	-intron (NM_182808.3, intron 3 of 4)	-35185	XR_003956670.1	Gm26011	XR_003956670			Gm26011			
SRR21586220_peak_28217	chr3	145443387	145443387	+	20.1696	NA	intron (XR_001783752.2, intron 31 of 44)	-intron (NM_001317733.1, intron 31 of 59)	-51411	XR_376168.3	Gm35133	XR_376168			Gm35133			
SRR21586220_peak_37933b	chr7	41633653	41633653	+	20.1528	NA	promoter-TSS (XR_003946761.1)	-promoter-TSS (XR_003946761.1)	122	NM_001360677.1	Zfp788	NM_001360674			Zfp788			
SRR21586220_peak_37933a	chr7	41633247	41633247	+	20.1528	NA	promoter-TSS (NM_001360674.1)	-promoter-TSS (NM_001360674.1)	-234	XR_003946761.1	Gm51480	XR_003946761			Gm51480			
SRR21586220_peak_871	chr1	59728728	59728728	+	20.1514	NA	Intergenic	Intergenic	23920	NR_028521.1	Snord11	NR_028521			Snord11			
SRR21586220_peak_2394b	chr1	160625133	160625133	+	20.1514	NA	intron (XM_006496878.4, intron 13 of 25)	-intron (NM_013862.5, intron 13 of 20)	-20440	XR_003949274.1	Gm23528	XR_003949274			Gm23528			
SRR21586220_peak_20308b	chr18	20740858	20740858	+	20.1469	NA	intron (NM_019737.2, intron 1 of 8)	-intron (NM_019737.2, intron 1 of 8)	-1617	XM_030250546.1	B4galt6	XM_030250546			B4galt6			
SRR21586220_peak_7457b	chr11	93609147	93609147	+	20.141	NA	Intergenic	Intergenic	-41797	Gm11502	Gm11502	Gm11502			Gm11502			NA
SRR21586220_peak_15931	chr15	96333582	96333582	+	20.141	NA	intron (NM_175251.4, intron 3 of 20)	-intron (NM_175251.4, intron 3 of 20)	46060	NM_175251.4	Arid2	NM_175251			Arid2			
SRR21586220_peak_21894	chr19	18713099	18713099	+	20.1386	NA	promoter-TSS (NM_001374130.1)	-promoter-TSS (NM_001374130.1)	-136	NM_001374130.1	D030056L22Rik	NM_177640			D030056L22Rik			
SRR21586220_peak_6979a	chr11	74830241	74830241	+	20.1381	NA	promoter-TSS (NM_010813.3)	-promoter-TSS (NM_010813.3)	-565	XM_006532402.4	Mnt	NM_010813			Mnt			
SRR21586220_peak_1803	chr1	128167033	128167033	+	20.1366	NA	intron (XR_001784078.2, intron 5 of 26)	-intron (NM_001357482.1, intron 5 of 26)	25046	NM_001357482.1	R3hdm1	NM_001357482			R3hdm1			
SRR21586220_peak_17310a	chr16	48855950	48855950	+	20.1366	NA	Intergenic	Intergenic	13341	NM_020509.4	Retnla	NM_020509			Retnla			
SRR21586220_peak_28676	chr4	23710945	23710945	+	20.1343	NA	intron (XR_881160.1, intron 3 of 3)	-intron (XR_390442.2, intron 5 of 5)	112997	XR_881156.3	Gm31145	XR_881155			Gm31145			
SRR21586220_peak_19038	chr17	42671039	42671039	+	20.1343	NA	intron (XM_017317725.2, intron 4 of 9)	-intron (NM_001289499.1, intron 4 of 9)	21245	NM_001289500.1	Adgrf4	NM_001289501			Adgrf4			
SRR21586220_peak_29452	chr4	82041758	82041758	+	20.1343	NA	intron (NR_151604.1, intron 4 of 5)	-intron (NR_151604.1, intron 4 of 5)	-23622	NR_040659.1	Gm5860	NR_040659			Gm5860			
SRR21586220_peak_32292a	chr5	53542258	53542258	+	20.1326	NA	Intergenic	Intergenic	4856	XR_868425.1	Gm40304	XR_868425			Gm40304			
SRR21586220_peak_35774	chr6	90508364	90508364	+	20.1238	NA	Intergenic	Intergenic	-42404	XM_030255052.1	Aldh1l1	NM_027406			Aldh1l1			
SRR21586220_peak_18871c	chr17	35504802	35504802	+	20.1217	NA	intron (XR_385564.3, intron 1 of 2)	-intron (XR_385564.3, intron 1 of 2)	935	XR_385564.3	Gm32362	XR_385564			Gm32362			
SRR21586220_peak_3298b	chr10	21776728	21776728	+	20.1207	NA	Intergenic	Intergenic	69305	XR_001779730.1	Platr6	XR_001779730			Platr6			
SRR21586220_peak_7582	chr11	96916333	96916333	+	20.1165	NA	promoter-TSS (NM_001363256.1)	-promoter-TSS (NM_001363256.1)	33	XM_011249319.2	Cdk5rap3	NM_001308183			Cdk5rap3			
SRR21586220_peak_18384	chr17	25979999	25979999	+	20.1165	NA	exon (XM_006524609.4, exon 1 of 11)	-exon (XM_006524609.4, exon 1 of 11)	289	XM_006524609.4	Capn15	XM_006524607			Capn15			
SRR21586220_peak_31447	chr4	154655584	154655584	+	20.1165	NA	exon (XR_001784517.2, exon 1 of 2)	-exon (XR_001784517.2, exon 1 of 2)	158	XR_001784517.2	Gm13110	XR_001784517			Gm13110			
SRR21586220_peak_44878	chrX	43467236	43467236	+	20.1165	NA	Intergenic	Intergenic	-38068	XM_017318483.2	Tenm1	XM_011251007			Tenm1			
SRR21586220_peak_32715c	chr5	88612145	88612145	+	20.1165	NA	intron (XR_389285.4, intron 2 of 18)	-intron (NM_001289774.1, intron 1 of 17)	21797	XM_006535114.3	Rufy3	NM_001359209			Rufy3			
SRR21586220_peak_3472a	chr10	30216357	30216357	+	20.1156	NA	Intergenic	Intergenic	-15754	XM_006512814.4	Cenpw	XM_006512814			Cenpw			
SRR21586220_peak_3725a	chr10	43901654	43901654	+	20.1128	NA	promoter-TSS (NM_001081054.2)	-promoter-TSS (NM_001081054.2)	82	NM_001081054.2	Qrsl1	NM_001081054			Qrsl1			
SRR21586220_peak_24936b	chr2	141266856	141266856	+	20.1128	NA	intron (XM_017319283.2, intron 5 of 17)	-intron (NM_001013802.3, intron 5 of 18)	139626	Zcchc9-ps	Zcchc9-ps	Zcchc9-ps			Zcchc9-ps			NA
SRR21586220_peak_23470	chr2	37443054	37443054	+	20.105	NA	promoter-TSS (NM_001362957.1)	-promoter-TSS (NM_001362957.1)	118	NM_199025.3	Zbtb26	NM_199025			Zbtb26			
SRR21586220_peak_34175a	chr5	143909704	143909704	+	20.105	NA	promoter-TSS (NM_008886.2)	-promoter-TSS (NM_008886.2)	135	NM_146165.2	Aimp2	NM_001172146			Aimp2			
SRR21586220_peak_26466	chr3	31017825	31017825	+	20.0963	NA	intron (XM_006535411.4, intron 1 of 16)	-intron (NM_008857.3, intron 1 of 17)	-21141	NR_105975.1	Mir7008	NR_105975			Mir7008			
SRR21586220_peak_8448b	chr11	120673134	120673134	+	20.0953	NA	promoter-TSS (NM_001363056.1)	-promoter-TSS (NM_001363056.1)	161	NM_001363055.1	Aspscr1	XM_030246266			Aspscr1			
SRR21586220_peak_34607	chr6	20620649	20620649	+	20.0941	NA	Intergenic	Intergenic	130110	Gm29798	Gm29798	Gm29798			Gm29798			NA
SRR21586220_peak_22921	chr2	20519619	20519619	+	20.0927	NA	exon (NM_001177630.2, exon 1 of 18)	-exon (NM_001177630.2, exon 1 of 18)	106	NM_001177631.1	Etl4	NM_001081006			Etl4			
SRR21586220_peak_30289a	chr4	127064113	127064113	+	20.0907	NA	Intergenic	Intergenic	-2937	XM_030253735.1	Zmym1	NM_001356311			Zmym1			
SRR21586220_peak_39371a	chr7	126301934	126301934	+	20.0907	NA	Intergenic	Intergenic	-1991	Gm10155	Gm10155	Gm10155			Gm10155			NA
SRR21586220_peak_38196	chr7	48789152	48789152	+	20.0875	NA	intron (XM_006540898.4, intron 1 of 16)	-intron (NM_028031.3, intron 1 of 16)	123	XM_006540898.4	Zdhhc13	XM_006540898			Zdhhc13			
SRR21586220_peak_35669c	chr6	86527439	86527439	+	20.0857	NA	promoter-TSS (NR_037961.1)	-promoter-TSS (NR_037961.1)	38	NR_037961.1	1600020E01Rik	NR_037960			1600020E01Rik			
SRR21586220_peak_36933	chr7	4213521	4213521	+	20.0838	NA	Intergenic	Intergenic	-24122	XM_006539765.4	Lilra5	XM_006539765			Lilra5			
SRR21586220_peak_25405	chr2	160731415	160731415	+	20.0838	NA	promoter-TSS (XR_003954082.1)	-promoter-TSS (XR_003954082.1)	105	NM_021280.3	Plcg1	NM_021280			Plcg1			
SRR21586220_peak_38455a	chr7	73535136	73535136	+	20.0832	NA	intron (NM_001081345.2, intron 2 of 38)	-intron (NM_001081345.2, intron 2 of 38)	6610	NM_001081345.2	Chd2	NM_001081345			Chd2			
SRR21586220_peak_38105a	chr7	45459984	45459984	+	20.0832	NA	promoter-TSS (NM_010240.2)	-promoter-TSS (NM_010240.2)	-98	NM_010240.2	Ftl1	NM_010240			Ftl1			
SRR21586220_peak_27890b	chr3	121559486	121559486	+	20.0827	NA	intron (XR_867598.2, intron 3 of 3)	-intron (XR_867598.2, intron 3 of 3)	14262	XR_867598.2	Gm40135	XR_867598			Gm40135			
SRR21586220_peak_7402	chr11	88621874	88621874	+	20.0785	NA	intron (NR_131025.1_2, intron 2 of 2)	-intron (NM_001363194.1_2, intron 5 of 14)	2623	NR_131025.1_2	0610039H22Rik	NR_131025.1_2			0610039H22Rik			
SRR21586220_peak_33170	chr5	112276536	112276536	+	20.0765	NA	promoter-TSS (NM_001326590.2)	-promoter-TSS (NM_001326590.2)	-146	XR_389265.3	Tpst2	NM_001374708			Tpst2			
SRR21586220_peak_15229a	chr15	65738054	65738054	+	20.0756	NA	Intergenic	Intergenic	43505	XR_003951713.1	Gm23907	XR_003951713			Gm23907			
SRR21586220_peak_20411a	chr18	27462600	27462600	+	20.0756	NA	Intergenic	Intergenic	-135986	Gm7729	Gm7729	Gm7729			Gm7729			NA
SRR21586220_peak_22873a	chr2	17323937	17323937	+	20.0756	NA	Intergenic	Intergenic	138919	NM_001362722.1	Nebl	NR_156125			Nebl			
SRR21586220_peak_10615	chr13	17944375	17944375	+	20.0716	NA	promoter-TSS (NM_019491.5)	-promoter-TSS (NM_019491.5)	-158	NM_019491.5	Rala	NM_019491			Rala			
SRR21586220_peak_28771	chr4	33824096	33824096	+	20.0716	NA	intron (XR_390459.1, intron 3 of 3)	-intron (XR_390459.1, intron 3 of 3)	25105	XR_390458.2	Gm33008	XR_390458			Gm33008			
SRR21586220_peak_1291d	chr1	86526563	86526563	+	20.0714	NA	promoter-TSS (NM_001360830.1)	-promoter-TSS (NM_001360830.1)	6	NM_001360830.1	Ptma	NR_153834			Ptma			
SRR21586220_peak_44596b	chrX	13206898	13206898	+	20.0703	NA	Intergenic	Intergenic	4380	Rpl3-ps1	Rpl3-ps1	Rpl3-ps1			Rpl3-ps1			NA
SRR21586220_peak_1786c	chr1	127774362	127774362	+	20.0703	NA	promoter-TSS (NR_045298.1)	-promoter-TSS (NR_045298.1)	198	NM_028399.1	Ccnt2	NM_028399			Ccnt2			
SRR21586220_peak_44c	chr1	5233104	5233104	+	20.0703	NA	Intergenic	Intergenic	43694	Gm7182	Gm7182	Gm7182			Gm7182			NA
SRR21586220_peak_42744	chr9	40241464	40241464	+	20.0667	NA	Intergenic	Intergenic	-27752	NM_178227.4	Scn3b	NM_178227			Scn3b			
SRR21586220_peak_13509	chr14	57881964	57881964	+	20.0642	NA	intron (XR_003950908.1, intron 1 of 12)	-intron (NM_001360097.1, intron 1 of 13)	8372	NM_029492.5	Zdhhc20	XR_003950906			Zdhhc20			
SRR21586220_peak_27440a	chr3	95663650	95663650	+	20.0614	NA	TTS (NM_008562.3)	-TTS (NM_008562.3)	4929	NM_008562.3	Mcl1	NM_008562			Mcl1			
SRR21586220_peak_301	chr1	20284304	20284304	+	20.0537	NA	intron (XM_011238384.3, intron 51 of 60)	-intron (NM_153179.3, intron 51 of 66)	-72150	NR_045734.1	4930486I03Rik	NR_045734			4930486I03Rik			
SRR21586220_peak_30913	chr4	140688449	140688449	+	20.0502	NA	Intergenic	Intergenic	8704	XR_001784551.2	Gm13025	XR_001784551			Gm13025			
SRR21586220_peak_6300	chr11	50217907	50217907	+	20.0467	NA	TTS (XR_388618.4)	-TTS (XR_388618.4)	-7087	NM_001290769.1	Sqstm1	NM_001290769			Sqstm1			
SRR21586220_peak_7515a	chr11	95336772	95336772	+	20.046	NA	promoter-TSS (NM_172543.4)	-promoter-TSS (NM_172543.4)	-246	NM_172543.4	Fam117a	XM_006532835			Fam117a			
SRR21586220_peak_32453b	chr5	65724934	65724934	+	20.0442	NA	Intergenic	Intergenic	-26698	NM_001081321.3	Pds5a	XR_001784747			Pds5a			
SRR21586220_peak_45343a	chrX	98937251	98937251	+	20.0434	NA	promoter-TSS (NM_207633.2)	-promoter-TSS (NM_207633.2)	-530	NM_207633.2	Yipf6	XM_006528337			Yipf6			
SRR21586220_peak_5389c	chr11	3955487	3955487	+	20.0426	NA	Intergenic	Intergenic	3791	Gm11953	Gm11953	Gm11953			Gm11953			NA
SRR21586220_peak_24735b	chr2	128242038	128242038	+	20.0416	NA	Intergenic	Intergenic	52032	XR_374965.3	Gm14009	XR_374964			Gm14009			
SRR21586220_peak_37611a	chr7	28963826	28963826	+	20.0386	NA	Intergenic	Intergenic	-1475	XM_006540255.4	Actn4	XM_006540255			Actn4			
SRR21586220_peak_45445	chrX	104959923	104959923	+	20.0357	NA	Intergenic	Intergenic	12168	Gm6285	Gm6285	Gm6285			Gm6285			NA
SRR21586220_peak_21167a	chr18	72506796	72506796	+	20.0357	NA	Intergenic	Intergenic	-79658	Gm6995	Gm6995	Gm6995			Gm6995			NA
SRR21586220_peak_17231	chr16	42985348	42985348	+	20.0357	NA	intron (XM_030249214.1, intron 2 of 12)	-intron (NM_001285805.1, intron 1 of 10)	29768	NR_002445.2	Ndufs5-ps	NR_002445			Ndufs5-ps			
SRR21586220_peak_43873b	chr9	100643430	100643430	+	20.0357	NA	promoter-TSS (NM_001357264.1)	-promoter-TSS (NM_001357264.1)	-18	NM_009282.4	Stag1	NM_001357265			Stag1			
SRR21586220_peak_39495c	chr7	127967669	127967669	+	20.0357	NA	intron (XM_017322218.2, intron 1 of 13)	-intron (NM_001347649.1, intron 1 of 14)	190	NM_001347649.1	Fus	NM_139149			Fus			
SRR21586220_peak_25587	chr2	167059013	167059013	+	20.0357	NA	intron (XM_006500456.4, intron 2 of 13)	-intron (NM_001033196.2, intron 2 of 13)	-3921	NR_138563.1	Zfas1	NR_138563			Zfas1			
SRR21586220_peak_38590	chr7	80843943	80843943	+	20.0357	NA	Intergenic	Intergenic	-16794	XM_006540811.3	Zscan2	XM_006540811			Zscan2			
SRR21586220_peak_15470b	chr15	77842598	77842598	+	20.028	NA	promoter-TSS (NM_022410.3)	-promoter-TSS (NM_022410.3)	-423	NM_022410.3	Myh9	NM_022410			Myh9			
SRR21586220_peak_23783b	chr2	63607206	63607206	+	20.025	NA	Intergenic	Intergenic	-31918	NR_152174.1	Gm8541	NR_152174			Gm8541			
SRR21586220_peak_14056b	chr14	100801707	100801707	+	20.025	NA	Intergenic	Intergenic	-41439	XR_003951249.1	Gm23538	XR_003951249			Gm23538			
SRR21586220_peak_14791b	chr15	36760761	36760761	+	20.0234	NA	Intergenic	Intergenic	-32450	XR_875152.2	Gm41297	XR_875152			Gm41297			
SRR21586220_peak_2068	chr1	136695277	136695277	+	20.0233	NA	promoter-TSS (NR_037986.1)	-promoter-TSS (NR_037986.1)	-934	NR_037986.1	Platr22	NR_037986			Platr22			
SRR21586220_peak_5571	chr11	8635992	8635992	+	20.0189	NA	intron (XR_380972.4, intron 1 of 31)	-intron (NM_001083587.1, intron 1 of 30)	-10214	XM_011243728.3	Tns3	XM_011243728			Tns3			
SRR21586220_peak_44601	chrX	13241072	13241072	+	20.0179	NA	intron (NR_045429.1, intron 1 of 2)	-intron (NR_045429.1, intron 1 of 2)	2745	Gm16481	Gm16481	Gm16481			Gm16481			NA
SRR21586220_peak_36910	chr7	3579322	3579322	+	20.0146	NA	Intergenic	Intergenic	36835	NM_001290377.1	Oscar	NM_175632			Oscar			
SRR21586220_peak_21210	chr18	75366621	75366621	+	20.0146	NA	promoter-TSS (NM_001042660.1)	-promoter-TSS (NM_001042660.1)	467	NR_155535.1	Gm20544	NR_155535			Gm20544			
SRR21586220_peak_37418b	chr7	25659092	25659092	+	20.0143	NA	promoter-TSS (NM_007533.5)	-promoter-TSS (NM_007533.5)	-61	NM_138586.3	Exosc5	NM_138586			Exosc5			
SRR21586220_peak_30479a	chr4	132315969	132315969	+	20.013	NA	intron (XM_030253784.1, intron 6 of 8)	-intron (NM_027925.3, intron 6 of 8)	5266	NR_028537.1	Snord99	NR_028537			Snord99			
SRR21586220_peak_22123b	chr19	32344771	32344771	+	20.0119	NA	intron (XR_003952764.1, intron 2 of 12)	-intron (NM_001168525.1, intron 1 of 9)	4545	NM_001168525.1	Sgms1	XM_011247202			Sgms1			
SRR21586220_peak_25253	chr2	155236641	155236641	+	20.0114	NA	promoter-TSS (NM_001291108.1)	-promoter-TSS (NM_001291108.1)	33	NR_111890.1	Dynlrb1	NR_111890			Dynlrb1			
SRR21586220_peak_24593a	chr2	120403993	120403993	+	20.011	NA	promoter-TSS (NM_172672.2)	-promoter-TSS (NM_172672.2)	38	XM_011239411.2	Tmem87a	XM_006499077			Tmem87a			
SRR21586220_peak_28862b	chr4	40757800	40757800	+	20.011	NA	promoter-TSS (NM_021535.4)	-promoter-TSS (NM_021535.4)	85	NM_021535.4	Smu1	NM_021535			Smu1			
SRR21586220_peak_44438	chrUn_GL456392	22180	22180	+	20.011	NA	NA	NA	NA	NA								
SRR21586220_peak_13156	chr14	41939354	41939354	+	20.011	NA	Intergenic	Intergenic	-4630	XR_874537.2	1700024B05Rik	XR_874537			1700024B05Rik			
SRR21586220_peak_12757a	chr14	20216678	20216678	+	20.0058	NA	Intergenic	Intergenic	-16566	Gm24912	Gm24912	Gm24912			Gm24912			NA
SRR21586220_peak_23875	chr2	70780633	70780633	+	20.0047	NA	intron (XM_017317580.2, intron 1 of 19)	-intron (NM_001362963.1, intron 2 of 19)	44171	NM_001362963.1	Tlk1	XM_017317581			Tlk1			
SRR21586220_peak_19395a	chr17	57247561	57247561	+	20.0047	NA	promoter-TSS (NM_001308074.1)	-promoter-TSS (NM_001308074.1)	-57	XM_011246719.1	Gpr108	XM_011246719			Gpr108			
SRR21586220_peak_39750	chr7	141407868	141407868	+	20.0047	NA	TTS (Gm4535)	-TTS (Gm4535)	1353	Gm4535	Gm4535	Gm4535			Gm4535			NA
SRR21586220_peak_3140a	chr10	12572957	12572957	+	20.0011	NA	intron (XM_030245067.1, intron 51 of 74)	-intron (NM_011682.4, intron 50 of 73)	-24020	XM_017313925.2	Utrn	XM_006512707			Utrn			
SRR21586220_peak_14623	chr15	25740540	25740540	+	20.0009	NA	intron (NM_019472.2, intron 17 of 40)	-intron (NM_019472.2, intron 17 of 40)	-12286	XM_030248368.1	Myo10	NM_001353142			Myo10			
SRR21586220_peak_6809b	chr11	69581774	69581774	+	20.0008	NA	intron (XM_030245923.1, intron 2 of 11)	-intron (NM_001127233.1, intron 1 of 10)	1397	XM_006533157.4	Trp53	XM_030245924			Trp53			
SRR21586220_peak_18246	chr17	22119110	22119110	+	19.9993	NA	Intergenic	Intergenic	46867	NM_177596.3	Zfp947	XM_030249621			Zfp947			
SRR21586220_peak_22588	chr19	55556442	55556442	+	19.9987	NA	intron (NM_001360431.1, intron 8 of 8)	-intron (NM_001293685.1, intron 8 of 8)	-144701	XR_877940.2	Gm41871	XR_877940			Gm41871			
